AUTHORITARIANISM,SOCIALDOM,CRTScore3,CONSPIRACY,PARANOIA,CLOC,POLOC,ILOC,TRUSTState,ALT,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
22,33,2,44,5,11,15,11,10,38,6,10,4,9,7,2,1,0,0,0,0,1,1,3,3
42,22,2,37,5,5,17,8,12,26,4,6,4,4,6,9,9,0,0,0,0,1,1,4,4
12,47,2,14,5,7,18,14,24,42,7,8,2,6,5,1,1,0,0,0,1,1,1,5,5
30,19,1,36,15,13,11,14,12,32,7,6,5,7,6,5,5,0,0,0,0,1,1,4,4
22,24,0,45,13,12,12,12,15,21,6,6,8,7,5,2,6,0,0,1,0,0,1,4,4
16,32,0,55,23,17,8,10,15,27,5,10,4,7,4,10,1,0,0,0,1,0,1,3,3
45,8,2,37,15,14,13,12,5,19,6,7,7,6,5,8,8,0,0,0,1,0,1,3,3
22,24,3,18,17,12,12,12,10,22,8,8,4,6,6,8,8,0,0,0,1,1,1,4,4
30,30,3,41,19,18,12,10,12,34,8,6,6,6,4,3,4,0,0,0,1,1,1,3,2
15,23,0,38,18,6,17,17,18,21,6,9,2,6,3,3,2,0,0,1,1,1,1,4,4
22,34,0,29,17,13,10,9,12,32,5,5,8,6,5,7,6,0,0,0,1,1,1,5,2
36,32,0,45,12,14,13,15,7,13,5,7,6,8,6,4,4,1,0,1,0,1,1,1,2
30,32,0,35,14,10,14,12,20,36,9,9,5,5,4,8,8,0,0,0,0,1,1,4,4
46,9,3,22,8,8,15,10,14,38,8,6,6,3,4,7,9,0,0,1,1,1,1,4,5
34,22,1,30,5,7,14,10,19,32,8,9,3,7,8,9,9,0,0,1,0,1,1,4,4
26,18,2,40,5,13,12,11,11,28,7,8,4,6,6,7,4,0,0,1,1,1,1,5,5
36,14,0,54,17,13,10,15,6,45,6,6,10,7,7,1,3,0,0,0,0,1,1,2,2
26,15,2,33,10,9,14,10,10,36,7,6,6,8,5,7,8,0,0,0,0,1,1,2,3
22,14,0,42,18,13,12,9,7,33,6,10,10,4,3,1,1,0,0,1,0,1,1,4,4
33,10,0,38,15,13,15,11,9,22,5,3,9,6,6,7,7,0,0,1,0,1,1,4,4
22,30,0,51,22,15,11,11,5,21,6,9,5,9,6,7,5,0,0,0,1,0,1,4,4
30,32,0,40,15,12,12,12,15,27,6,6,6,6,6,9,9,0,0,1,1,1,1,3,3
25,17,3,45,9,6,17,10,18,44,9,9,5,6,9,5,1,0,0,1,0,1,1,5,5
15,22,2,35,12,13,13,10,14,32,6,9,6,5,4,5,6,0,0,1,0,1,1,3,4
28,48,1,28,8,10,15,10,14,18,7,9,9,2,4,4,4,0,0,1,1,1,1,4,4
34,15,1,40,15,14,11,11,11,42,7,8,6,8,6,5,6,0,0,1,1,1,1,4,4
14,32,0,45,15,15,10,12,17,30,6,8,7,6,5,8,8,0,0,0,1,1,1,4,4
17,28,0,30,7,3,15,19,15,27,9,9,4,3,5,7,6,0,0,0,0,1,1,3,3
23,31,0,33,11,12,15,10,19,28,2,6,7,10,9,5,5,0,0,1,0,1,1,5,5
30,22,0,34,9,3,16,12,15,37,10,10,8,9,6,6,6,0,0,1,1,1,1,4,5
17,25,2,34,11,11,16,12,14,28,7,8,5,4,5,4,2,0,0,1,1,1,1,4,4
